CUSTOMER_ID;LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;PAYMENT_1;PAYMENT_2;PAYMENT_3;PAYMENT_4;PAYMENT_5;PAYMENT_6;REMAINING_AMOUNT_1;REMAINING_AMOUNT_2;REMAINING_AMOUNT_3;REMAINING_AMOUNT_4;REMAINING_AMOUNT_5;REMAINING_AMOUNT_6;PAYMENT_AMOUNT_1;PAYMENT_AMOUNT_2;PAYMENT_AMOUNT_3;PAYMENT_AMOUNT_4;PAYMENT_AMOUNT_5;PAYMENT_AMOUNT_6;default
461090387729;10000;Male;;Married;43;-1;0;0;0;-1;-1;17560;9829;3604;0;0;0;2537;1000;0;0;0;0;1
456333788060;10000;Female;;Single;24;-1;0;0;0;0;-1;5742;4576;4139;2583;0;0;1500;2000;583;0;0;0;0
530658128376;10000;Female;;Single;21;0;0;0;0;0;-1;7691;8107;8036;8099;0;0;1192;1000;162;0;0;0;0
546506894510;10000;Male;;Single;35;3;2;0;0;0;-1;10281;9949;8838;8838;0;0;25;4000;0;1000;0;0;0
469501329931;10000;Male;Gradschool;Single;47;0;0;0;-1;-1;-1;7968;8800;0;2640;695;738;1000;0;2640;695;738;0;0
477662778847;10000;Female;Gradschool;Married;39;1;-1;-1;2;0;0;0;0;9996;9689;9747;10328;0;9996;0;363;752;0;1
553590362678;10000;Female;Gradschool;Married;27;2;0;0;0;0;2;4920;5937;6945;7088;8108;8264;1256;1264;407;1291;435;0;0
468473438927;10000;Female;Gradschool;Married;37;0;0;-1;-1;-1;-1;5300;0;0;0;0;0;0;0;0;0;0;0;0
538893719658;10000;Female;Gradschool;Married;27;0;-1;-1;0;0;-1;6031;836;2032;2150;1490;390;836;2032;1000;1000;390;1632;0
540383014651;10000;Male;Gradschool;Married;40;2;-1;-1;-1;-1;-1;3567;1000;0;0;0;0;5000;0;0;0;0;0;1
534950308331;10000;Male;Gradschool;Married;38;-1;-1;2;0;0;2;4711;9617;9307;9665;10470;10169;5000;0;500;1100;0;1000;1
474535734877;10000;Male;Gradschool;Married;41;0;0;3;2;2;2;6859;9751;9451;9169;10056;8559;3000;0;0;1002;0;500;0
497471109682;10000;Male;Gradschool;Married;48;1;2;0;0;0;0;8594;7421;8145;9000;9000;0;0;2000;2000;0;0;0;0
495102228186;10000;Male;Gradschool;Married;50;0;0;0;0;0;0;10043;9616;9718;9916;9250;7461;1194;1076;274;370;472;375;0
489176738814;10000;Female;Gradschool;Single;23;1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0
460990651545;10000;Female;Gradschool;Single;31;1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0
537467791349;10000;Female;Gradschool;Single;29;-1;-1;-1;-1;-1;-1;1727;1508;3096;3400;4522;-240;1508;3098;3400;4522;0;1000;0
497040507148;10000;Female;Gradschool;Single;23;2;2;7;7;7;6;2400;2400;2400;2400;2400;1800;0;0;0;0;0;0;1
474392388511;10000;Female;Gradschool;Single;23;3;2;2;7;7;7;2400;2400;2400;2400;2400;2400;0;0;0;0;0;0;1
521831947665;10000;Female;Gradschool;Single;27;2;0;0;2;0;0;6100;7274;9596;9289;9593;9795;1281;2603;0;1000;500;421;1
489772015718;10000;Female;Gradschool;Single;22;1;3;3;2;0;0;6251;6498;6744;6977;6593;7481;500;500;500;242;1000;273;0
490570659860;10000;Female;Gradschool;Single;22;0;0;0;2;2;2;6579;7611;8926;8634;9442;9144;1300;1602;0;948;0;484;1
476327281678;10000;Female;Gradschool;Single;24;0;0;0;0;0;0;6709;7895;8751;8925;9111;9360;1300;1146;320;330;400;1000;0
493073530783;10000;Female;Gradschool;Single;22;0;0;2;0;0;0;6967;9199;8908;9676;9680;8343;2523;0;1000;4;167;3535;1
490201536983;10000;Female;Gradschool;Single;23;3;2;2;0;0;0;7067;8092;7820;8824;8996;9182;1291;0;1295;467;479;480;1
450496728708;10000;Female;Gradschool;Single;22;0;0;0;0;0;0;7302;7857;8827;5622;5877;7036;1330;1300;1250;500;1255;315;0
536423778005;10000;Female;Gradschool;Single;33;2;2;2;0;0;0;7486;9354;7183;7814;7814;7190;3000;0;1000;0;0;0;0
502998373223;10000;Female;Gradschool;Single;27;0;0;0;2;2;0;8128;8470;10255;9389;8345;8572;1400;2500;500;0;500;2000;0
473230808837;10000;Female;Gradschool;Single;21;0;0;0;2;0;0;8278;7888;10084;9699;9699;0;1304;2500;6;0;0;0;0
506172939653;10000;Female;Gradschool;Single;22;1;3;2;2;2;2;8352;8078;7800;8672;8388;9248;0;0;1000;0;1000;0;0
541178251961;10000;Female;Gradschool;Single;26;0;-1;-1;0;0;0;9459;231;3364;6129;9009;9188;231;5000;3000;3000;329;340;0
533704462446;10000;Female;Gradschool;Single;22;0;0;0;0;0;-1;9791;7052;6816;5210;0;0;1275;2500;1000;0;0;0;0
472927342011;10000;Female;Gradschool;Single;25;1;3;2;0;0;0;10438;10130;9738;9178;8398;0;0;0;0;0;0;0;0
557507157424;10000;Male;Gradschool;Single;24;-1;-1;-1;-1;0;0;-2;-391;-781;9211;9422;8853;0;0;10500;500;500;1000;0
558646236784;10000;Male;Gradschool;Single;23;1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0
552536208425;10000;Male;Gradschool;Single;23;-1;2;-1;-1;-1;-1;780;390;390;780;0;0;0;390;780;0;0;0;1
537230198031;10000;Male;Gradschool;Single;23;-1;2;-1;-1;-1;-1;780;390;390;0;780;0;0;390;0;780;0;0;1
489404503902;10000;Male;Gradschool;Single;23;2;2;3;3;3;3;1050;1050;1050;1050;1050;1050;0;0;0;0;0;0;1
524087594113;10000;Male;Gradschool;Single;30;3;2;2;7;7;7;2300;2300;2300;2300;2300;2300;0;0;0;0;0;0;1
492199716095;10000;Male;Gradschool;Single;23;2;2;2;2;-1;-1;2724;5520;5275;0;0;150;3000;0;0;0;150;275;0
483810398987;10000;Male;Gradschool;Single;23;0;0;2;2;4;5;3035;5802;5561;8455;9730;8999;3000;0;3000;2000;0;0;0
516339034041;10000;Male;Gradschool;Single;22;0;0;0;0;0;3;4060;2774;3764;4001;5134;4762;1300;1200;300;1200;0;0;0
553728855748;10000;Male;Gradschool;Single;24;0;0;2;0;0;0;4216;6476;6224;6347;12856;8078;2500;0;227;239;3412;0;1
529971966341;10000;Male;Gradschool;Single;27;0;0;0;0;0;0;5703;6734;8833;9604;9800;10000;1130;2229;1000;196;200;0;0
467944595515;10000;Male;Gradschool;Single;25;0;0;2;3;2;0;6005;8891;9389;9111;8837;8135;3000;800;0;0;500;500;0
527025518312;10000;Male;Gradschool;Single;26;0;0;0;0;0;0;6376;7386;8581;9765;10066;10151;1121;1316;1500;450;500;800;1
556808856050;10000;Male;Gradschool;Single;22;2;2;2;0;0;2;6883;9108;8813;10066;10017;9705;2500;0;1400;1100;0;500;1
543220945654;10000;Male;Gradschool;Single;23;0;0;0;0;0;0;7684;8685;8557;7319;7650;8862;1300;1500;500;600;1500;0;0
478515150346;10000;Male;Gradschool;Single;30;0;0;0;0;0;0;7930;7718;8518;8950;9795;3274;1200;1000;1000;1000;59;0;0
532316489503;10000;Male;Gradschool;Single;38;0;0;-1;-1;-1;-1;8188;6780;390;390;0;780;1000;390;390;0;780;0;0
552416292325;10000;Male;Gradschool;Single;33;0;0;0;0;0;0;8417;6281;8567;10046;10063;10132;1700;4700;2502;1500;3000;0;0
540124264644;10000;Male;Gradschool;Single;36;1;2;3;2;0;0;8803;10926;10425;9919;9825;10581;2620;0;0;400;1100;0;1
551036062497;10000;Male;Gradschool;Single;24;2;2;0;0;0;0;8837;7554;8287;9580;9267;10096;0;1500;2000;700;1500;0;1
550393519364;10000;Male;Gradschool;Single;27;0;0;0;0;0;0;8907;6599;7736;8492;8138;4990;1500;1400;1000;1009;1000;1598;0
544945809448;10000;Male;Gradschool;Single;23;1;2;0;0;0;2;9020;8707;8519;9505;10127;9677;0;1391;1300;900;0;500;1
528109988852;10000;Male;Gradschool;Single;29;0;0;0;0;0;0;10208;8598;7100;9305;9805;5720;1500;1000;4000;500;2500;0;0
484895902207;10000;Male;Gradschool;Single;26;-1;2;-1;-1;-1;-1;10252;5677;2735;4564;0;0;0;2735;4564;0;0;0;0
483884084760;10000;Male;Gradschool;;46;0;0;0;0;0;0;6772;7790;8799;8974;9162;9375;1128;1137;312;323;356;268;1
452026273767;10000;Male;Highschool;;40;0;0;0;0;0;-1;8286;9395;10000;10000;0;0;1400;1000;0;0;0;0;0
493353587419;10000;Female;Highschool;Married;33;1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0
520435512472;10000;Female;Highschool;Married;55;2;2;4;4;4;4;420;420;420;420;420;420;0;0;0;0;0;780;1
488632510200;10000;Female;Highschool;Married;41;-1;2;-1;-1;2;2;1838;1651;172;2034;2069;1891;0;179;2034;214;0;283;1
453153964812;10000;Female;Highschool;Married;52;-1;2;2;2;2;2;2465;3475;4366;4148;4579;4360;1200;1100;0;500;0;500;0
520674642747;10000;Female;Highschool;Married;51;1;2;0;0;2;2;2731;2541;3499;4441;4233;5566;0;1000;1000;0;2000;1170;0
488604757228;10000;Female;Highschool;Married;47;0;0;0;0;0;0;2855;3871;4883;5053;5275;0;1069;1081;251;375;0;0;1
483495737708;10000;Female;Highschool;Married;49;0;0;0;0;0;0;6904;7841;9635;17622;8991;0;1206;2000;176;360;0;0;0
460177725649;10000;Female;Highschool;Married;58;0;0;0;0;0;0;7569;8598;9590;9782;9986;9173;1158;1150;335;346;336;1323;0
472086959137;10000;Female;Highschool;Married;42;2;2;2;2;0;0;7587;7920;10153;8999;9999;0;1000;2374;0;1000;0;0;1
531183913501;10000;Female;Highschool;Married;48;0;0;0;0;0;0;7863;8504;8162;6978;2278;0;1172;1000;186;0;0;0;0
507507703131;10000;Female;Highschool;Married;24;0;0;0;0;0;0;8283;8754;9436;5856;6059;5999;1500;1246;210;298;120;0;0
507068783744;10000;Male;Highschool;Married;37;-1;-1;-1;-1;-1;-1;678;500;381;2977;1000;0;602;381;2986;1203;0;0;1
502525171303;10000;Male;Highschool;Married;53;-1;-1;0;0;0;0;1772;8304;9506;9702;9999;10344;8304;1500;500;600;800;0;0
455650321916;10000;Male;Highschool;Married;51;2;2;2;2;0;0;3577;6012;6066;5820;6026;7680;2500;300;0;300;1774;284;1
517598274968;10000;Male;Highschool;Married;36;0;0;0;2;2;2;5104;6133;8432;8150;8945;8657;1274;2573;0;1086;0;353;0
507961578987;10000;Male;Highschool;Married;46;-1;2;2;4;3;2;6277;7019;9557;9269;8836;8548;1000;2819;0;0;0;250;1
456567939643;10000;Male;Highschool;Married;46;0;0;0;0;0;-1;7170;8240;8050;10400;0;0;1200;1000;150;0;0;0;0
473196451241;10000;Male;Highschool;Married;40;1;2;2;3;2;2;7229;6968;8881;8594;8312;9241;0;2035;0;0;1069;1000;1
457588143657;10000;Male;Highschool;Married;35;0;0;0;0;0;0;7536;8152;8779;9379;9565;9062;1136;1153;1143;329;418;180;1
486796120854;10000;Male;Highschool;Married;54;4;3;2;2;2;2;7936;7662;8386;9069;9966;8410;0;1000;1000;1000;0;2000;1
544663204431;10000;Male;Highschool;Married;30;0;0;3;2;0;0;8315;11267;10626;10160;10052;9635;3258;0;0;357;400;300;0
479957019885;10000;Male;Highschool;Married;42;2;2;0;0;2;0;9013;8714;9121;9926;8898;7667;0;1200;1500;0;1000;3000;1
519165937088;10000;Male;Highschool;Married;41;1;4;3;2;0;0;10711;10399;10092;9700;10000;9900;0;0;0;302;0;0;0
498657237815;10000;Male;Highschool;Married;37;0;0;0;0;0;-1;14498;7512;7308;5275;0;0;2248;1120;375;0;0;0;0
546532826136;10000;Female;Highschool;Single;50;3;2;2;2;2;2;600;600;600;600;600;2050;0;0;0;0;1450;0;1
459184816443;10000;Female;Highschool;Single;53;0;-1;2;-1;-1;-1;1473;2095;622;149;-1324;-797;2095;0;1000;0;2000;0;1
521834687349;10000;Female;Highschool;Single;46;1;2;-1;2;0;0;4474;189;3510;3306;3551;5577;0;3510;0;300;2260;2000;1
516944933594;10000;Female;Highschool;Single;36;0;0;0;0;0;0;4945;6157;7172;8048;8318;8679;1300;1124;1000;400;500;200;0
470835422915;10000;Female;Highschool;Single;45;1;2;3;2;0;0;6925;10273;9964;9327;9512;9200;3647;0;0;332;333;564;1
488536566795;10000;Female;Highschool;Single;22;0;0;0;-1;-1;2;7572;8520;6118;245;10274;9963;1118;1020;250;10300;0;200;0
515625240182;10000;Female;Highschool;Single;22;2;0;0;0;-1;0;7720;10063;9272;-8758;8989;9202;2500;1000;0;30000;500;953;1
500117074582;10000;Female;Highschool;Single;22;0;0;0;0;-1;-1;8109;9778;8259;0;0;0;2000;1036;0;0;0;0;1
508536232863;10000;Female;Highschool;Single;22;1;2;0;0;2;0;8846;8560;9706;10406;10109;10057;0;1300;1000;0;1000;1000;0
538839295742;10000;Female;Highschool;Single;53;2;2;2;2;0;0;9917;6615;8355;8000;9000;10000;3400;2000;0;1000;1000;9000;1
493005778654;10000;Female;Highschool;Single;44;2;2;2;2;2;2;10422;9775;10964;11153;10762;10126;0;2500;1000;400;0;672;1
459611952171;10000;Female;Highschool;Single;51;0;0;0;0;0;0;53095;54562;5428;7928;6091;0;2134;1000;2500;122;0;0;0
465654953270;10000;Male;Highschool;Single;24;1;-1;0;-1;0;0;-372;4253;1777;780;780;0;5253;1500;780;0;0;0;0
522469760671;10000;Male;Highschool;Single;22;1;-1;0;0;0;0;0;7492;8589;9365;7740;1000;7492;1224;1000;175;0;0;0
478614560735;10000;Male;Highschool;Single;24;-1;-1;0;0;0;0;273;8327;9379;9566;9766;10042;8327;1200;342;354;438;200;0
